背番号,選手名,守備,生年月日,年齢,プロ年数,身長,体重,血液型,投打,出身地,推定年俸(万円),2019年所属球団,生年年,生年月,生年日,選手名_球団,選手名_生年月日,出場試合数,出身地域,出身校,高・大フラグ,オリックス,ソフトバンク,ヤクルト,ロッテ,中日,巨人,広島,日ハム,楽天,横浜,西武,阪神,直近10年間月間MVP受賞回数,直近10年間GG受賞回数,最大所属年数,最大所属年数球団,ネックレス太さ,目的変数_ネックレス装着フラグ,外国人フラグ,育成,2019年セパフラグ,最大所属年数球団_adj
14,加治屋蓮,投手,1991-11-25,27,6,184,88,B型,右右,宮崎,4800,ソフトバンク,1991,11,25,加治屋蓮_ソフトバンク,加治屋蓮_1991-11-25,30.0,九州,福島高,高校,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
16,東浜巨,投手,1990-06-20,29,7,183,77,A型,右右,沖縄,8500,ソフトバンク,1990,6,20,東浜巨_ソフトバンク,東浜巨_1990-06-20,7.0,九州,亜大,大学,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
17,岩嵜翔,投手,1989-10-21,29,12,190,87,O型,右右,千葉,9500,ソフトバンク,1989,10,21,岩嵜翔_ソフトバンク,岩嵜翔_1989-10-21,2.0,関東,市船橋高,高校,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
18,武田翔太,投手,1993-04-03,26,8,186,89,B型,右右,宮崎,8500,ソフトバンク,1993,4,3,武田翔太_ソフトバンク,武田翔太_1993-04-03,32.0,九州,宮崎日大高,高校,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
19,ミランダ,投手,1989-01-10,30,2,188,86,不明,左左,キューバ,15000,ソフトバンク,1989,1,10,ミランダ_ソフトバンク,ミランダ_1989-01-10,18.0,キューバ,カミロシエンフエゴス高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
20,甲斐野央,投手,1996-11-16,22,1,187,86,A型,右左,兵庫,1500,ソフトバンク,1996,11,16,甲斐野央_ソフトバンク,甲斐野央_1996-11-16,65.0,近畿,東洋大,大学,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,2.0,1.0,国内,0,パリーグ,ソフトバンク
21,和田毅,投手,1981-02-21,38,13,179,81,O型,左左,島根,10000,ソフトバンク,1981,2,21,和田毅_ソフトバンク,和田毅_1981-02-21,12.0,中国,早大,大学,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
22,西田哲朗,内野手,1991-09-04,28,10,180,84,O型,右右,大阪,1800,ソフトバンク,1991,9,4,西田哲朗_ソフトバンク,西田哲朗_1991-09-04,7.0,近畿,関大第一高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
23,周東佑京,内野手,1996-02-10,23,2,179,67,A型,右左,群馬,330,ソフトバンク,1996,2,10,周東佑京_ソフトバンク,周東佑京_1996-02-10,102.0,関東,東農大北海道オホーツク,大学,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,1.0,1.0,国内,0,パリーグ,ソフトバンク
24,長谷川勇也,外野手,1984-12-22,34,13,180,89,AB型,右左,山形,10000,ソフトバンク,1984,12,22,長谷川勇也_ソフトバンク,長谷川勇也_1984-12-22,25.0,東北,専大,大学,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
25,田中正義,投手,1994-07-19,25,3,187,88,不明,右右,神奈川,1400,ソフトバンク,1994,7,19,田中正義_ソフトバンク,田中正義_1994-07-19,1.0,関東,創価大,大学,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
26,吉住晴斗,投手,2000-03-12,19,2,185,81,AB型,右右,山形,800,ソフトバンク,2000,3,12,吉住晴斗_ソフトバンク,吉住晴斗_2000-03-12,0.0,東北,鶴岡東高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
27,グラシアル,内野手,1985-10-14,34,2,187,95,不明,右右,キューバ,15000,ソフトバンク,1985,10,14,グラシアル_ソフトバンク,グラシアル_1985-10-14,103.0,キューバ,アントニオマセオ大,大学,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
28,高橋礼,投手,1995-11-02,23,2,188,84,O型,右右,千葉,1400,ソフトバンク,1995,11,2,高橋礼_ソフトバンク,高橋礼_1995-11-02,23.0,関東,専大,大学,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
29,石川柊太,投手,1991-12-27,27,6,184,87,O型,右右,東京,6000,ソフトバンク,1991,12,27,石川柊太_ソフトバンク,石川柊太_1991-12-27,2.0,東京,創価大,大学,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
30,市川友也,捕手,1985-05-09,34,10,175,84,O型,右右,神奈川,2300,ソフトバンク,1985,5,9,市川友也_ソフトバンク,市川友也_1985-05-09,0.0,関東,東海大,大学,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,巨人,0.0,0.0,国内,0,パリーグ,ソフトバンク
31,栗原陵矢,捕手,1996-07-04,23,5,179,75,A型,右左,福井,700,ソフトバンク,1996,7,4,栗原陵矢_ソフトバンク,栗原陵矢_1996-07-04,32.0,北信越,春江工高,高校,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
32,塚田正義,外野手,1989-07-23,30,8,177,83,A型,右右,茨城,1200,ソフトバンク,1989,7,23,塚田正義_ソフトバンク,塚田正義_1989-07-23,18.0,関東,白鴎大,大学,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
33,増田珠,内野手,1999-05-21,20,2,179,81,O型,右右,長崎,620,ソフトバンク,1999,5,21,増田珠_ソフトバンク,増田珠_1999-05-21,2.0,九州,横浜高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
34,椎野新,投手,1995-10-10,24,2,196,88,A型,右右,新潟,800,ソフトバンク,1995,10,10,椎野新_ソフトバンク,椎野新_1995-10-10,36.0,北信越,国士舘大,大学,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,3.0,1.0,国内,0,パリーグ,ソフトバンク
35,モイネロ,投手,1995-12-08,23,3,178,69,不明,左左,キューバ,5000,ソフトバンク,1995,12,8,モイネロ_ソフトバンク,モイネロ_1995-12-08,60.0,キューバ,エイデデピナールデルリオ高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
36,牧原大成,内野手,1992-10-15,27,9,173,76,A型,右左,福岡,2000,ソフトバンク,1992,10,15,牧原大成_ソフトバンク,牧原大成_1992-10-15,114.0,九州,城北高,高校,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,ソフトバンク,3.0,1.0,国内,0,パリーグ,ソフトバンク
37,福田秀平,外野手,1989-02-10,30,13,182,77,AB型,右左,神奈川,3600,ソフトバンク,1989,2,10,福田秀平_ソフトバンク,福田秀平_1989-02-10,80.0,関東,多摩大聖ケ丘高,高校,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
38,森唯斗,投手,1992-01-08,27,6,176,95,A型,右右,徳島,28000,ソフトバンク,1992,1,8,森唯斗_ソフトバンク,森唯斗_1992-01-08,54.0,四国,海部高,高校,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ソフトバンク,5.0,1.0,国内,0,パリーグ,ソフトバンク
39,堀内汰門,捕手,1996-09-16,23,5,175,76,O型,右右,埼玉,500,ソフトバンク,1996,9,16,堀内汰門_ソフトバンク,堀内汰門_1996-09-16,0.0,関東,山村国際高,高校,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
40,杉山一樹,投手,1997-12-07,21,1,193,92,A型,右右,静岡,1200,ソフトバンク,1997,12,7,杉山一樹_ソフトバンク,杉山一樹_1997-12-07,2.0,東海,駿河総合高,高校,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
41,千賀滉大,投手,1993-01-30,26,9,186,84,A型,右左,愛知,16000,ソフトバンク,1993,1,30,千賀滉大_ソフトバンク,千賀滉大_1993-01-30,26.0,東海,蒲郡高,高校,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
42,松田遼馬,投手,1994-02-08,25,8,183,94,A型,右右,長崎,1400,ソフトバンク,1994,2,8,松田遼馬_ソフトバンク,松田遼馬_1994-02-08,51.0,九州,波佐見高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,阪神,0.0,0.0,国内,0,パリーグ,ソフトバンク
43,江川智晃,外野手,1986-10-31,32,15,180,86,B型,右右,三重,1400,ソフトバンク,1986,10,31,江川智晃_ソフトバンク,江川智晃_1986-10-31,11.0,東海,宇治山田商高,高校,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
44,バンデンハーク,投手,1985-05-22,34,5,198,105,不明,右右,オランダ,40000,ソフトバンク,1985,5,22,バンデンハーク_ソフトバンク,バンデンハーク_1985-05-22,3.0,オランダ,セントジョージ短大,大学,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
45,谷川原健太,捕手,1997-04-16,22,4,174,87,B型,右左,愛知,600,ソフトバンク,1997,4,16,谷川原健太_ソフトバンク,谷川原健太_1997-04-16,0.0,東海,豊橋中央高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
46,コラス,外野手,1998-09-17,21,3,186,95,不明,左左,キューバ,1000,ソフトバンク,1998,9,17,コラス_ソフトバンク,コラス_1998-09-17,7.0,キューバ,エイデデサンティアゴデクーバ高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
47,髙橋純平,投手,1997-05-08,22,4,183,85,A型,右右,岐阜,1300,ソフトバンク,1997,5,8,髙橋純平_ソフトバンク,髙橋純平_1997-05-08,45.0,東海,県岐阜商高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,1.0,1.0,国内,0,パリーグ,ソフトバンク
48,岡本健,投手,1992-10-29,26,6,178,85,O型,右右,兵庫,1500,ソフトバンク,1992,10,29,岡本健_ソフトバンク,岡本健_1992-10-29,0.0,近畿,神戸国際大付高,高校,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
49,古谷優人,投手,1999-02-19,20,3,175,72,A型,左左,北海道,700,ソフトバンク,1999,2,19,古谷優人_ソフトバンク,古谷優人_1999-02-19,0.0,北海道,江陵高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
50,板東湧梧,投手,1995-12-27,23,1,182,78,AB型,右右,徳島,1000,ソフトバンク,1995,12,27,板東湧梧_ソフトバンク,板東湧梧_1995-12-27,0.0,四国,鳴門高,高校,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
51,上林誠知,外野手,1995-08-01,24,6,185,84,O型,右左,埼玉,7500,ソフトバンク,1995,8,1,上林誠知_ソフトバンク,上林誠知_1995-08-01,99.0,関東,仙台育英高,高校,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
53,泉圭輔,投手,1997-03-02,22,1,187,82,A型,右右,石川,800,ソフトバンク,1997,3,2,泉圭輔_ソフトバンク,泉圭輔_1997-03-02,14.0,北信越,金沢星稜大,大学,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,1.0,1.0,国内,0,パリーグ,ソフトバンク
54,デスパイネ,外野手,1986-06-17,33,6,175,95,不明,右右,キューバ,40000,ソフトバンク,1986,6,17,デスパイネ_ソフトバンク,デスパイネ_1986-06-17,130.0,キューバ,マニュエルファハルドキューバ国立体育大,大学,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
55,野村大樹,内野手,2000-09-10,19,1,172,81,O型,右右,兵庫,600,ソフトバンク,2000,9,10,野村大樹_ソフトバンク,野村大樹_2000-09-10,2.0,近畿,早実高,高校,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
56,田浦文丸,投手,1999-09-21,20,2,168,78,O型,左左,福岡,500,ソフトバンク,1999,9,21,田浦文丸_ソフトバンク,田浦文丸_1999-09-21,8.0,九州,秀岳館高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
57,嘉弥真新也,投手,1989-11-23,29,8,172,72,O型,左左,沖縄,8000,ソフトバンク,1989,11,23,嘉弥真新也_ソフトバンク,嘉弥真新也_1989-11-23,54.0,九州,八重山農林高,高校,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
58,サファテ,投手,1981-04-09,38,9,193,102,不明,右右,アメリカ,50000,ソフトバンク,1981,4,9,サファテ_ソフトバンク,サファテ_1981-04-09,0.0,アメリカ,アリゾナ州立大,大学,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
59,水谷瞬,外野手,2001-03-09,18,1,192,90,A型,右右,愛知,500,ソフトバンク,2001,3,9,水谷瞬_ソフトバンク,水谷瞬_2001-03-09,0.0,東海,石見智翠館高,高校,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
60,釜元豪,外野手,1993-09-03,26,8,180,79,B型,右左,長崎,600,ソフトバンク,1993,9,3,釜元豪_ソフトバンク,釜元豪_1993-09-03,86.0,九州,西陵高,高校,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
61,奥村政稔,投手,1992-08-14,27,1,178,78,B型,右右,大分,1000,ソフトバンク,1992,8,14,奥村政稔_ソフトバンク,奥村政稔_1992-08-14,12.0,九州,九州国際大,大学,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
62,甲斐拓也,捕手,1992-11-05,26,9,170,85,O型,右右,大分,6500,ソフトバンク,1992,11,5,甲斐拓也_ソフトバンク,甲斐拓也_1992-11-05,137.0,九州,楊志館高,高校,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,ソフトバンク,3.0,1.0,国内,0,パリーグ,ソフトバンク
63,川原弘之,投手,1991-08-23,28,10,187,93,O型,左左,福岡,460,ソフトバンク,1991,8,23,川原弘之_ソフトバンク,川原弘之_1991-08-23,19.0,九州,福岡大大濠高,高校,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
64,真砂勇介,外野手,1994-05-04,25,7,184,79,B型,右右,京都,620,ソフトバンク,1994,5,4,真砂勇介_ソフトバンク,真砂勇介_1994-05-04,12.0,近畿,西城陽高,高校,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
65,九鬼隆平,捕手,1998-09-05,21,3,180,82,A型,右右,大阪,600,ソフトバンク,1998,9,5,九鬼隆平_ソフトバンク,九鬼隆平_1998-09-05,2.0,近畿,秀岳館高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
66,松本裕樹,投手,1996-04-14,23,5,182,86,A型,右左,神奈川,1200,ソフトバンク,1996,4,14,松本裕樹_ソフトバンク,松本裕樹_1996-04-14,7.0,関東,盛岡大付高,高校,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
67,笠谷俊介,投手,1997-03-17,22,5,173,71,AB型,左左,大分,620,ソフトバンク,1997,3,17,笠谷俊介_ソフトバンク,笠谷俊介_1997-03-17,2.0,九州,大分商高,高校,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
68,三森大貴,内野手,1999-02-21,20,3,185,68,A型,右左,埼玉,500,ソフトバンク,1999,2,21,三森大貴_ソフトバンク,三森大貴_1999-02-21,24.0,関東,青森山田高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,0,パリーグ,ソフトバンク
69,美間優槻,内野手,1994-05-26,25,7,176,90,B型,右右,徳島,650,ソフトバンク,1994,5,26,美間優槻_ソフトバンク,美間優槻_1994-05-26,15.0,四国,鳴門渦潮高,高校,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,広島,0.0,0.0,国内,0,パリーグ,ソフトバンク
90,スアレス,投手,1991-03-01,28,4,188,95,不明,右右,ベネズエラ,5000,ソフトバンク,1991,3,1,スアレス_ソフトバンク,スアレス_1991-03-01,9.0,ベネズエラ,セシリオアコスタ高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,0.0,0.0,国外,0,パリーグ,ソフトバンク
120,尾形崇斗,投手,1999-05-15,20,2,181,84,O型,右左,宮城,320,ソフトバンク,1999,5,15,尾形崇斗_ソフトバンク,尾形崇斗_1999-05-15,0.0,東北,学法石川高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
123,小澤怜史,投手,1998-03-09,21,4,182,81,A型,右左,静岡,700,ソフトバンク,1998,3,9,小澤怜史_ソフトバンク,小澤怜史_1998-03-09,0.0,東海,日大三島高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
124,古澤勝吾,内野手,1996-09-05,23,5,177,78,B型,右右,滋賀,590,ソフトバンク,1996,9,5,古澤勝吾_ソフトバンク,古澤勝吾_1996-09-05,0.0,近畿,九州国際大付高,高校,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
125,大本将吾,外野手,1998-04-22,21,3,185,99,AB型,右左,愛媛,300,ソフトバンク,1998,4,22,大本将吾_ソフトバンク,大本将吾_1998-04-22,0.0,四国,帝京五高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
126,黒瀬健太,内野手,1997-08-12,22,4,181,97,O型,右右,大阪,500,ソフトバンク,1997,8,12,黒瀬健太_ソフトバンク,黒瀬健太_1997-08-12,0.0,近畿,初芝橋本高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
127,砂川リチャード,内野手,1999-06-18,20,2,188,113,O型,右右,沖縄,300,ソフトバンク,1999,6,18,砂川リチャード_ソフトバンク,砂川リチャード_1999-06-18,0.0,九州,沖縄尚学高,高校,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
129,野澤佑斗,投手,1997-11-06,21,4,180,71,O型,右左,茨城,270,ソフトバンク,1997,11,6,野澤佑斗_ソフトバンク,野澤佑斗_1997-11-06,0.0,関東,つくば秀英高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
130,笠原大芽,投手,1995-01-20,24,7,186,89,A型,左右,福岡,620,ソフトバンク,1995,1,20,笠原大芽_ソフトバンク,笠原大芽_1995-01-20,0.0,九州,福岡工大城東高,高校,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
131,張本優大,捕手,1990-10-13,29,6,182,92,A型,右右,大阪,510,ソフトバンク,1990,10,13,張本優大_ソフトバンク,張本優大_1990-10-13,0.0,近畿,仏教大,大学,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
132,渡邉陸,捕手,2000-09-24,19,1,184,80,A型,右左,熊本,360,ソフトバンク,2000,9,24,渡邉陸_ソフトバンク,渡邉陸_2000-09-24,0.0,九州,神村学園高,高校,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
133,岡本直也,投手,1996-10-30,22,1,180,75,B型,左左,千葉,400,ソフトバンク,1996,10,30,岡本直也_ソフトバンク,岡本直也_1996-10-30,0.0,関東,東農大北海道オホーツク,大学,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
134,長谷川宙輝,投手,1998-08-23,21,3,175,78,O型,左左,東京,300,ソフトバンク,1998,8,23,長谷川宙輝_ソフトバンク,長谷川宙輝_1998-08-23,0.0,東京,聖徳学園高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
135,田城飛翔,外野手,1999-03-19,20,3,178,67,B型,右左,神奈川,300,ソフトバンク,1999,3,19,田城飛翔_ソフトバンク,田城飛翔_1999-03-19,0.0,関東,八戸学園光星高,高校,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
136,中村晨,投手,1997-08-08,22,4,193,85,A型,右右,熊本,270,ソフトバンク,1997,8,8,中村晨_ソフトバンク,中村晨_1997-08-08,0.0,九州,ルーテル学院高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
137,渡辺健史,投手,1997-09-09,22,4,178,74,A型,左左,福岡,270,ソフトバンク,1997,9,9,渡辺健史_ソフトバンク,渡辺健史_1997-09-09,0.0,九州,飯塚高,高校,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ソフトバンク,0.0,0.0,国内,育成,パリーグ,ソフトバンク
